,round,id,user_id,screen_name,text,attitudes_count,comments_count,reposts_count,total_engagement
339,-1,5.1E+15,5649170494,兰州微播,【已出现“人传人”！#吃几个瑞士卷成老公们的必答题#】#瑞士卷怎么分#近日，“我可以吃几个瑞士卷？”成为女生们问她们老公最多的一个问题。事情的起因是，一个宝妈买了8个瑞士卷，女儿2个，儿子2个，老公2个，最后剩2个宝妈想吃，结果老公一顿教育，要宝妈懂事点，把瑞士卷留给孩子吃！宝妈感叹她不配吃瑞士卷，太卑微了！这一事件引发女网友们的讨论，于是，她们纷纷拷问自己的老公：咱们家瑞士卷怎么分？你怎么看待这件事呢？一起讨论~@南方日报（图片源自网友分享截图）#瑞士卷消费降级#瑞士卷消费降级,0,2,0,0
340,-1,5.1E+15,3051949107,兰州微导航,【已出现“人传人”！#吃几个瑞士卷成老公们的必答题#】#瑞士卷怎么分#近日，“我可以吃几个瑞士卷？”成为女生们问她们老公最多的一个问题。事情的起因是，一个宝妈买了8个瑞士卷，女儿2个，儿子2个，老公2个，最后剩2个宝妈想吃，结果老公一顿教育，要宝妈懂事点，把瑞士卷留给孩子吃！宝妈感叹她不配吃瑞士卷，太卑微了！这一事件引发女网友们的讨论，于是，她们纷纷拷问自己的老公：咱们家瑞士卷怎么分？你怎么看待这件事呢？一起讨论~@南方日报（图片源自网友分享截图）#瑞士卷消费降级#瑞士卷消费降级,5,4,0,5
341,-1,5.1E+15,7194896200,骑叔荡天涯,#瑞士卷怎么分#最近，大家肯定都被一个“瑞士卷”的视频刷屏了吧？就是一个宝妈想吃剩下的瑞士卷，结果被老公一顿训，说她不爱孩子。这视频一下子就火了，宝妈孙菲菲也因为这事儿涨了好几万粉。说实话，刚开始看到这视频的时候，我真是气死了！这都什么年代了，吃个瑞士卷还得看老公脸色？孙菲菲那句“我连吃蛋糕的权力都没了”真是说到我心坎儿里去了。但这事儿吧，红得太快了，就容易引起争议。果然，没多久，就有人开始质疑这视频是不是摆拍，是不是为了博眼球、赚流量。还有人说，这跟去年的榴莲事件一样，都是挑起男女对立，然后坐收渔翁之利。孙菲菲一开始没回应这些质疑，可能也是没想到事情会闹这么大。但网络上的键盘侠们可不管那么多，直接开始网暴，说她怎么怎么样。这谁受得了啊？终于，在11月3日，孙菲菲出来说话了。她把那些跟“瑞士卷”有关的视频全删了，还自曝自己患抑郁症已经5年。她说，自己一直过得不开心，现在正在努力调整心态。哎，说实话，看到这儿我挺心疼她的。不管那视频是真是假，她受到的网暴都是真的。那些键盘侠们可能觉得自己只是说了几句话而已，但对孙菲菲来说，那可能就是压垮她的最后一根稻草。这事儿也给我们提个醒儿：网络世界虽然虚拟，但伤害却是真实的。我们在发表言论之前，真得好好想想，自己说的话会不会对别人造成伤害。最后，我想说：孙菲菲，加油！希望你能早日走出阴霾，找到属于自己的幸福。还有那些正在经历网暴的朋友们，也请你们坚强起来，不要被那些负面言论所影响。记住，生活总会好起来的！,20,0,2,22
342,-1,5.1E+15,1787526981,飞虎合肥,盒马永远站在热度前沿，所以一盒8个瑞士卷该怎么分？,0,0,0,0
343,-1,5.1E+15,1195306707,毛发医生钟飞,#瑞士卷怎么分##瑞士卷怎么分别成为第二个秦朗丢作业##瑞士卷消费降级#看到有人说，之前是吃榴莲、吃草莓尖尖、买化妆品来测试自己老公到底爱不爱自己，今年消费降级成了瑞士卷。,0,0,0,0
344,-1,5.1E+15,2794502910,捡了块肥皂,#瑞士卷怎么分#瑞士卷是啥东西我只知道包子饺子大馒头，馍馍花卷烙大饼,0,0,0,0
345,-1,5.1E+15,7879989470,SUN_闰土数码,#瑞士卷怎么分#分什么分，我全吃了谁都不给就很奇怪这种话题都能热搜……,4,3,0,4
346,-1,5.1E+15,5649170494,兰州微播,#别掉进8个瑞士卷怎么分的话题陷阱#看到一个博主对瑞士卷事件的观点分享，觉得很有道理。拿瑞士卷怎么分这个问题问自己的伴侣其实没什么意义，吃多少的选择权在自己，在于自己有没有经济独立的能力。L循环信昊的微博视频,1,1,0,1
347,-1,5.1E+15,1761823392,小等等de造奶机,给你们分享一个武汉的秋天�今年咋还不冷？一直可以穿单衣，这是我过过最长的秋天了#瑞士卷怎么分#没想到瑞士卷的话题讨论这么热烈。什么“消费降级”，什么“自我意识屈从”，什么“委屈的爱”……我觉得不管是谁，只要是用自己的能力买任何东西都可以不需要经过别人的同意。自己喜欢就尽力满足自己。能力不够的话那自然就需要考虑别人的态度和行为。说白了，如果我没吃你家大米/你买的大米，你就没资格管我。,13,12,0,13
348,-1,5.1E+15,3051949107,兰州微导航,#别掉进8个瑞士卷怎么分的话题陷阱#看到一个博主对瑞士卷事件的观点分享，觉得很有道理。拿瑞士卷怎么分这个问题问自己的伴侣其实没什么意义，吃多少的选择权在自己，在于自己有没有经济独立的能力。L循环信昊的微博视频,1,4,0,1
349,-1,5.1E+15,7454600726,我见青山多可笑,#吃几个瑞士卷成老公们的必答题#经济下行的……都绷不住了……丢人啊！有时候真的完全理解不了：成天拼命宣传中国普通家庭这样穷困潦倒，等级森严，阶级固化到铁板一块，到底有什么好处？我看了直担心，今年第三产业到底要沦落到什么地步……须知接近一半的就业都靠第三产业啊！如果普通家庭已经连“怎么分几块瑞士卷”都能成为大众最关心的话题……这个年，难过啊！～,94,6,8,102
350,-1,5.1E+15,2293544644,亨利KING自动车,#瑞士卷怎么分席卷全网老公#尼玛，什么狗屁热搜，瑞士卷限量供应？还是一盒万八千？买不起？一家子人，非为这两个瑞士卷纠结。男的鸡贼，女的矫情。老公不让吃就塞他嘴里，自己再买一盒不就完了？,12,0,1,13
351,-1,5.1E+15,5480412715,兰州微事,【已出现“人传人”！#吃几个瑞士卷成老公们的必答题#】#瑞士卷怎么分#近日，“我可以吃几个瑞士卷？”成为女生们问她们老公最多的一个问题。事情的起因是，一个宝妈买了8个瑞士卷，女儿2个，儿子2个，老公2个，最后剩2个宝妈想吃，结果老公一顿教育，要宝妈懂事点，把瑞士卷留给孩子吃！宝妈感叹她不配吃瑞士卷，太卑微了！这一事件引发女网友们的讨论，于是，她们纷纷拷问自己的老公：咱们家瑞士卷怎么分？你怎么看待这件事呢？一起讨论~@南方日报（图片源自网友分享截图）#瑞士卷消费降级#瑞士卷消费降级,0,4,0,0
352,-1,5.1E+15,2695492057,回忆到昨天,#瑞士卷消费降级#瑞士卷引发的人生思考；两个瑞士卷，夫妻两人+孩子三个人怎么分，难道不应该提现一下母爱、父爱吗？直接给孩子就可以啦！还有第二种情况，孩子是多余的，夫妻俩才是真爱，不分给孩子！第三种情况提醒父爱和对爱人的尊重，直接给孩子和妻子吧，毕竟他们是家庭的弱者！感觉不管什么情况，最终让我们反思的是，为啥要用两个瑞士卷去考验一家人，还记得一个典故二桃杀三士，就是利用三人的好胜心拿下了他们,16,12,0,16
353,-1,5.1E+15,5809057042,承包笑点,#瑞士卷消费降级#最近，网上流传着一种新奇的测试方式：用瑞士卷来检验另一半的爱意。在消费降级的大环境下，这一看似不起眼的甜点竟然成了家庭情感测试的“新武器”。对此，我有着自己的一些看法。首先，这样的测试方式本身就带着几分戏谑和无奈。在物质充裕的时代，我们或许可以通过购买昂贵的礼物或享受高端的服务来体验生活的美好。但如今，随着消费观念的转变和经济压力的增大，人们开始更加注重实用性和性价比。瑞士卷作为一种价格适中、口感不错的甜点，自然成了不少家庭的选择。然而，将它与爱情测试挂钩，却显得有些牵强和片面。#瑞士卷怎么分别成为第二个秦朗丢作业#,9,7,7,16
354,-1,5.1E+15,1743965223,马妍,#瑞士卷怎么分#这个小小的分瑞士卷事件，虽然有可能就是炒作，但这也揭示了生育后女性在家庭中的地位和待遇问题。在很多家庭中，女性生育后往往被赋予了更多的责任，需要照顾孩子的饮食起居，关注孩子的成长和教育。然而，与此同时，她们自己的需求和感受却常常被忽视。这次的瑞士卷事件，就是抓住了广大全职妈妈的痛点，所以才能引起这么大的关注。事实上，艺术来源于现实，这种不平等的现象不仅存在于这一个家庭中，而是具有一定的普遍性。因此，我们需要重新审视家庭关系中的权力与责任分配。每个人都应该被平等对待，无论是孩子还是成年人。当然，瑞士卷背后的炒作等问题，那就是另一件事儿了。#瑞士卷背后#,42,66,55,97
355,-1,5.1E+15,1985618477,乔小夏,#瑞士卷怎么分##贪吃鬼的美食节##微博尝鲜计划#JOJO小乔吃喝玩乐超话�瑞士卷是吧～姐妹你还想吃什么，到我这来，我这应有尽有，这辈子的瑞士卷都管够，我不光有瑞士卷，我还有蓝莓乳酪蛋糕，流心巧克力熔岩蛋糕，流心巴斯克，水果蛋挞，紫薯芋泥蛋糕，芝士蛋糕，抹茶蛋糕，玛格丽特黑松露披萨，你喜欢吃啥你说？管够～�麻辣烫是吧～有人跟我说这种话，我反手吃不完的瑞士卷丢给狗全吃了，麻辣烫吃剩下的放凉，嚯嚯喂猪了，没有猪的姐妹每天点三次，剩下吃不完的直接倒垃圾桶，每天当面重复三次，直到对方发狂�答应我，放下个人素质，享受缺德人生，拒绝精神内耗，有事直接发疯，与其委屈自己，不如为难别人���,3932,781,2572,6504
356,-1,5.1E+15,5985166710,嗨兰州,【已出现“人传人”！#吃几个瑞士卷成老公们的必答题#】#瑞士卷怎么分#近日，“我可以吃几个瑞士卷？”成为女生们问她们老公最多的一个问题。事情的起因是，一个宝妈买了8个瑞士卷，女儿2个，儿子2个，老公2个，最后剩2个宝妈想吃，结果老公一顿教育，要宝妈懂事点，把瑞士卷留给孩子吃！宝妈感叹她不配吃瑞士卷，太卑微了！这一事件引发女网友们的讨论，于是，她们纷纷拷问自己的老公：咱们家瑞士卷怎么分？你怎么看待这件事呢？一起讨论~@南方日报（图片源自网友分享截图）#瑞士卷消费降级#瑞士卷消费降级,5,6,0,5
357,-1,5.1E+15,6019625657,鑨髰王叁,53岁陈女士，离婚后被一个退休金5000的男人追求，但陈女士说：“搭伙过日子可以，领证就算了！”男人却说：“50多岁还能找个退休金5000多的男人，你就知足吧！要不是看你还有几分姿色，还真轮不到你！”陈女士丈夫在她40岁那年和一个女同事好上了，那时陈女士坚决要离婚，但丈夫极力挽留，他说：“我真的知错了，你不原谅我，也看在儿子的份上，就算要离婚也要等他长大成家立室再离啊！”丈夫见陈女士态度坚决，想来一个缓兵之计。陈女士果然被说服了，之后似乎是把这事忘了，像没事人一样，一直到儿子在她50岁退休那年成了家，陈女士才突然又提出和丈夫离婚，因为10年来陈女士都没再提过离婚，所以丈夫以为她已经原谅了自己，或者忘记那事了，结果没想到她竟然记到现在，没办法之下，他们只好离了婚。其实陈女士丈夫除了那次做了对不起她的事之外，其它都挺好的，但陈女士是一个特别爱憎分明的人，而且报复心特别强。当时不离婚只是不希望儿子受到影响，好在儿子在她精心教育下，也成功上了一所不错的大学，如今出来社会也找到了一份满意的工作，这才让陈女士觉得有点欣慰。见儿子学业有成，也组建了他自己的家庭了，这时做母亲的陈女士，觉得自己就算和丈夫离婚，也不会给儿子带来太大的伤害了。加上陈女士自己也退休了，所以才在50岁那年，还跟丈夫去离了婚，她打算以后的人生也好好替自己活一番。跟丈夫离婚后，不用再伺候公婆，也不用每天回到家就忙活家务和一日三餐，陈女士过上了一种很舒心的自由身的生活，整个人都看起来气色好多了。陈女士现在虽然53岁了，但身体保持得很不错，不知道她真实年龄的人，都说她看起来只有40多岁，知道她和丈夫离了婚，好几个朋友都主动给她介绍对象。陈女士跟这些帮忙介绍对象的朋友说：“你们就不要再给我介绍对象了，我也不打算再婚了的，现在一个人生活都不知道有多舒心……”可那些朋友就是不听，依然经常给陈女士介绍对象，不过，这些对象里面，确实有一个单身的男人，各方面条件都不错，但他跟陈女士交往，是奔着两人领证去的。陈女士一开始就明确地告诉了对方，她说“我们之间做朋友可以，但我不想再婚了，也不想掺和对方的家庭……”男人起初也说没问题，就先由做普通朋友开始，在了解之后，陈女士知道：男人56岁，退休金近5000元，看起来身体状况很不错，上一年和前妻离婚了，他跟80岁老母亲住在一起，儿子、儿媳妇和5岁的孙子也同住……两人做朋友期间都相处得挺好的，所以男人就明确表态说：“嫁给我吧！我是真心喜欢你的，在一起之后，我每个月5000元的退休金都交给你保管……”男人满心欢喜，他以为自己这么有诚意，陈女士一定会马上答应的。不料，陈女士思索片刻之后，却很认真地跟他说：“这段时间相互了解下来，我们暂时也确实处得挺不错的，但是搭伙过日子可以，要是领证就算了吧！我可不想嫁去你家照顾你们一家人！”男人说：“我都承诺把自己的退休金给你，你还不满意？50多岁还能找个退休金5000多的男人，你就知足吧！要不是看你还有几分姿色，还真轮不到你！”最后，因为陈女士不同意跟男人去领证，男人就选择了和她分开了，还在背地里跟介绍他们认识的朋友说：“连领证都不愿意的女人，她一定不是顾家的好女人，我看她一定还有其他男人，你也别帮她介绍了……”这话传到陈女士的耳边，她觉得男人这是在摸黑她，当初没同意跟他去领证是正确的选择，要是领证了，伺候婆婆和帮带男人的孙子，就会是自己的命运。后来，陈女士也跟介绍人说：“你怎么介绍了这么一个男人给我，每次行事都不尽兴，草草了事，太无能了！”因为这事，男人就变成了大家的笑柄，这把他气得半死，关键是他们根本没试过啊，可是越解释就越解释不清，所以只好默默背了这口锅。陈女士是一个爱憎分明的人，在丈夫和女同事好上之后，就坚决要离婚，只是碍于儿子的影响才暂时搁置，结果10年过去，她仍然记得，而且坚决离婚。后来在朋友的介绍下，有一个条件不错的男人，陈女士觉得相处可以，但不能结婚，而男人的目的却是要找一个可以照顾他一家人的妻子，所以他们产生了矛盾。合不来之后，男人抹黑陈女士，陈女士爱憎分明，即使有损自己声誉也要还以颜色，确实是一个敢做敢为的人。#瑞士卷怎么分#,2,1,1,3
358,-1,5.1E+15,7625595296,JJSS的食堂,瑞士卷怎么分不知道。反正一个大概300大卡。8个的话，2400大卡，是一个成年女性两天的基础代谢。,90,13,16,106
359,-1,5.1E+15,5480412715,兰州微事,#别掉进8个瑞士卷怎么分的话题陷阱#看到一个博主对瑞士卷事件的观点分享，觉得很有道理。拿瑞士卷怎么分这个问题问自己的伴侣其实没什么意义，吃多少的选择权在自己，在于自己有没有经济独立的能力。L循环信昊的微博视频,0,0,0,0
360,-1,5.1E+15,6043311739,大兰州,【#瑞士卷事件博主删除视频#，#瑞士卷事件博主否认摆拍制造对立#】近日，一博主发布的“吃2个瑞士卷换来老公的一顿教育”吐槽视频，让“瑞士卷怎么分”持续引发热议。有网友顺势“拷问”起自己的甚至全天下的“老公”；也有网友怀疑是“剧本”，纯粹博取流量。目前，当事博主已删除视频，称不想继续传播负能量。但否认摆拍、搞男女对立。#别掉进8个瑞士卷怎么分的话题陷阱#,4,21,0,4
361,-1,5.1E+15,1766266385,严娜妍,#网信办将核实调查瑞士卷事件#【#有网友质疑瑞士卷事件是剧本#当地网信办：将核实调查】#当地网信办回应瑞士卷事件#10月底，一位全职宝妈博主在社交平台上发布了一条视频，记录了她和丈夫的一次争吵。一盒瑞士卷8个，女儿吃了2个，儿子吃了2个，丈夫吃了2个，博主认为剩下2个该自己吃，没想到蛋糕还没进嘴里，遭到了丈夫的一顿教训。该条视频引起了网络热议，有网友怀疑视频是一个剧本，为了挑起对立和矛盾博取流量，多半是编的。对此，博主在11月3日发文称，她和丈夫最近矛盾确实有点多，视频是真实的，因不想继续传播负能量，所以就删除了。因博主关闭了陌生人私信评论功能，红星新闻尝试联系她未能成功。记者看到，其多条视频IP地址在浙江，画面有浙江金华义乌市元素。记者随后联系上浙江金华市委网信办，互联网违法和不良信息举报中心工作人员表示，他们将对博主所述瑞士卷事件进行核实调查。#瑞士卷怎么分##一起来投票#L严娜妍的微博视频,8,0,0,8
362,-1,5.1E+15,7269002208,游戏动漫小兔娱,瑞士卷怎么分瑞士卷到底是什么梗事件瑞士卷，这一看似普通的甜点，在近期网络上掀起了一场风波，成为无数家庭讨论的焦点。事件的起因是一位全职妈妈分享的家庭小插曲：她购买了一盒八个瑞士卷，孩子们和丈夫各吃了两个，当她准备享用剩下的两个时，却遭到了丈夫的责备，认为她应该为孩子留下。这一事件迅速在网络上发酵，引发了广泛的社会关注和讨论。这位全职妈妈在忙碌了一天后，为自己买了八块瑞士卷作为小奖励。原本只是想在照顾孩子的间隙里，找到一丝慰藉和甜蜜，却没想到这一行为竟引发了家庭内部的争执。她的丈夫认为，作为母亲，她应该更多地考虑孩子的需求，而不是自己的口腹之欲。然而，这位妈妈却觉得，自己也有权利享受属于自己的那份甜蜜。这一争执被记录下来并上传至网络，迅速引发了广泛关注和热议。视频中的妈妈一脸无奈，而老公的态度则让人大跌眼镜。不少网友表示，这样的场景在家庭生活中并不罕见，但如此直白且缺乏尊重的表达方式，确实让人感到心寒。全职妈妈们的付出与辛劳，往往因为日常琐碎而被忽视，甚至被当作理所当然。这根小小的瑞士卷，仿佛成了家庭地位与情感尊重的试金石。随着视频的持续发酵，这场风波逐渐演变成了一场全网范围内的“甜蜜”考验。无数已婚女性开始询问自己的老公对这件事的看法，试图从他们的回答中窥探出自己在家庭中的地位与分量。这一举动让已婚男士们压力倍增，纷纷在社交媒体上晒出自己的“答卷”，有的幽默风趣，有的则略显尴尬。这场考验不仅让网友们看到了已婚男士们的幽默与智慧，更让他们感受到了家庭中的温暖与包容。尽管每个人的回答各不相同，但那份对家庭的责任感和对妻子的关爱，却是共同的底色。有的老公表示：“老婆想吃多少就吃多少，我负责赚钱养家，她负责貌美如花。”有的则略显紧张地回复：“我觉得这事儿得看你心情，你高兴就好。”更有一些老公直接“投降”，表示：“我以后一定注意言行举止，绝不让老婆受半点委屈。”这场风波背后，折射出的是家庭成员之间的地位不平等问题。在传统的家庭观念中，妻子往往被视为家庭的附属品，需要为家庭付出一切，包括牺牲自己的需求和欲望。然而，随着社会的进步和女性地位的提高，这种观念已经逐渐被打破。现代家庭应该是一个平等、和谐、互相尊重的集体，每个家庭成员都应该有自己的权利和地位。此外，这一事件也引发了人们对于夫妻之间沟通和理解的思考。在婚姻中，沟通和理解是非常重要的。,20,25,23,43
363,-1,5.1E+15,5985166710,嗨兰州,#别掉进8个瑞士卷怎么分的话题陷阱#看到一个博主对瑞士卷事件的观点分享，觉得很有道理。拿瑞士卷怎么分这个问题问自己的伴侣其实没什么意义，吃多少的选择权在自己，在于自己有没有经济独立的能力。L循环信昊的微博视频,5,8,0,5
364,-1,5.1E+15,2036161077,马上谈,#网信办将核实调查瑞士卷事件#是该好好查一查！但夫妻俩的事官方该如何核实呢？很为难…唯一可以介入的，可能就是这张图中的线索了。5月份时，该博主还在说前夫哥多么多么好，然后几个月后，就和现在的老公争吵瑞士卷该怎么分…我个人认为这应该是摆拍的。#有网友质疑瑞士卷事件是剧本##当地网信办回应瑞士卷事件#,84,15,8,92
365,-1,5.1E+15,1582199901,半个空中飞人,如果不干预的话，那个瑞士卷的话题估计会往带货的方向演变：1、小视频炒作瑞士卷在家里该怎么分，全网推全网讨论。2、然后下一个话题就会变成怎么样的瑞士卷才是好吃的瑞士卷，什么氢化奶油不健康、重糖重油不健康来一波。3、接着图穷匕见，全网热议某S记开头的仓储超市瑞士卷最有性价比，纯正动物奶油，轻糖不会齁甜，而且分量很足，再也不用担心家里不够分了。4、然后公关团队找S超市结账。PS：我也不知道S超市是哪家，我随便写的，既可以是S超市，也可以是B超市，欢迎对号入座。,180,26,18,198
366,-1,5.1E+15,5440172830,宝鸡微直播,【已出现“人传人”！#吃几个瑞士卷成老公们的必答题#】#瑞士卷怎么分#近日，“我可以吃几个瑞士卷？”成为女生们问她们老公最多的一个问题。事情的起因是，一个宝妈买了8个瑞士卷，女儿2个，儿子2个，老公2个，最后剩2个宝妈想吃，结果老公一顿教育，要宝妈懂事点，把瑞士卷留给孩子吃！宝妈感叹她不配吃瑞士卷，太卑微了！这一事件引发女网友们的讨论，于是，她们纷纷拷问自己的老公：咱们家瑞士卷怎么分？你怎么看待这件事呢？一起讨论~@南方日报（图片源自网友分享截图）#瑞士卷消费降级#瑞士卷消费降级,2,2,0,2
367,-1,5.1E+15,6050877201,卷心菜剧综,瑞士卷怎么分，分的是瑞士卷吗？不是，是你对你的配偶的在乎，也是你对你需要的东西的主动权，吃个瑞士卷还要问别人分不分给你，这样的家庭，宝妈，家庭主妇，他们的处境是社会应该关心的问题，也是女人自己应该关心的解决的问题，没有收入当家庭主妇的结果,7,9,0,7
368,-1,5.1E+15,5979629331,五桶工坊,正常人谁没事吃个瑞士卷还得拍视频呀？不就是故意找事吗？#瑞士卷怎么分##网信办将核实调查瑞士卷事件#【#有网友质疑瑞士卷事件是剧本#当地网信办：将核实调查】#当地网信办回应瑞士卷事件#10月底，一位全职宝妈博主在社交平台上发布了一条视频，记录了她和丈夫的一次争吵。一盒瑞士卷8个，女儿吃了2个，儿子吃了2个，丈夫吃了2个，博主认为剩下2个该自己吃，没想到蛋糕还没进嘴里，遭到了丈夫的一顿教训。该条视频引起了网络热议，有网友怀疑视频是一个剧本，为了挑起对立和矛盾博取流量，多半是编的。对此，博主在11月3日发文称，她和丈夫最近矛盾确实有点多，视频是真实的，因不想继续传播负能量，所以就删除了。因博主关闭了陌生人私信评论功能，红星新闻尝试联系她未能成功。记者看到，其多条视频IP地址在浙江，画面有浙江金华义乌市元素。记者随后联系上浙江金华市委网信办，互联网违法和不良信息举报中心工作人员表示，他们将对博主所述瑞士卷事件进行核实调查。L五桶工坊的微博视频,56,12,1,57
369,-1,5.1E+15,6572756723,半程KeMeng,全职宝妈吃两个瑞士卷被丈夫指责，全网老公接受“灵魂拷问”。“一波三折CPU差点干烧了”。#瑞士卷怎么分#L半程KeMeng的微博视频,21,5,2,23
370,-1,5.1E+15,6043311739,大兰州,【#瑞士卷怎么分当事博主回应#】#瑞士卷怎么分当事博主否认摆拍#近日，“瑞士卷怎么分”议题火遍全网，引发大量讨论。事情的起因是一位全职宝妈发布了这样一条视频：宝妈买了8个瑞士卷，女儿吃了2个，儿子吃了2个，老公吃了2个。夜深孩子们都睡了以后，她认为剩下2个瑞士卷该自己吃，没想到遭到了老公的批评。11月4日，事件当事博主回应称，视频是真实的，删除是因为负能量太多了，看着都压抑，不想继续传播下去。#8个瑞士卷宝妈吃几个不自私#L长江云新闻的微博视频,7,19,0,7
371,-1,5.1E+15,7747422373,The视界,#瑞士卷怎么分#全国男人一听见瑞士卷撒腿就跑LThe视界的微博视频,6,3,0,6
372,-1,5.1E+15,3973074376,苏娅mini空间,昨天我刷到好多关于“瑞士卷怎么分”的段子，然后我就给白先生看，我们还讨论了一会。在我家这边，真的不会出现这个问题，不管是我爷爷家还是我姥姥家，都是差不多，基本上都是女人当家，管家，除非是女人自己不想管。我父母就很夸张，比如买水果，我父亲会给我母亲买特别贵的，特别好的，然后给自己买一般的。在我家那就更不用说了，就像白先生总说的一句话：“你要是不开心，全家都遭殃。”可以说东北大部分都这样吧，本身就很少会重男轻女，基本上是男女平等，甚至会出现重女轻男的情况。一般在家里要是出现好吃的或是比较贵的食物，那一定是母亲和孩子的，而且也不限于吃的东西，就买衣服购物这方面也是一样，有钱都先紧着家里的女人花。比如我和我母亲可以买一件衣服好几千，但我父亲和白先生就可能是买几百块的，大概是这么个状态。所以我一开始看到“瑞士卷”的热搜，我都没当回事，直到我昨天一直刷到其他博主拍的“瑞士卷”测试视频，我才去看“瑞士卷”的原视频，真的是让我大跌眼镜！！！确实是想象不到，看得我和白先生直呼“不如离婚，自己过，也不至于如此憋屈啊”。而且这跟消费降级没有什么关系吧，一个瑞士卷普通的，不是私房网红牌子的，差不多几块钱一个，这说到底就是不在乎罢了！ps：当然这也有可能是段子，不过我也希望这是段子，是假的，这样的话至少这位母亲不会真的这么惨，连吃两个普通的小蛋糕都不能吃。#瑞士卷消费降级##瑞士卷##别掉进8个瑞士卷怎么分的话题陷阱##瑞士卷怎么分#,29,14,0,29
373,-1,5.1E+15,2385754614,我是律师的朋友,#网信办将核实调查瑞士卷事件##瑞士卷怎么分#有网友、专家已经开始质疑这个话题的背后有敌对势力参与策划，对我们生育大局、家庭和谐造成恶劣影响，恶意引导恐婚、恐生的舆论氛围。我个人估计哪里那么多敌对势力，无非就是家长里短而已。每个家庭都有追求幸福的权利，#何不吃肉糜#的话很多人都会问，但家庭不如意常八九。无论如何，经济形势下行大背景下，夫妻齐心，和谐奋进，共同创造更为美好的明天。祝您幸福。,1,1,0,1
374,-1,5.1E+15,1796445350,锋潮科技,8个瑞士卷怎么分事件，有人觉得这不是剧本啊……,435,105,11,446
375,-1,5.1E+15,2264635847,一都阿叔,#网信办将核实调查瑞士卷事件#"8个瑞士卷怎么分？"引热议，成为全网老公必考题，原博主删除视频并否认摆拍制造对立，网友评：别成为第二个秦朗丢作业。你认为这个视频是真实的还是摆拍吗？,156,2,4,160
376,-1,5.1E+15,5649170494,兰州微播,【评论丨#别掉进8个瑞士卷怎么分的话题陷阱#】#瑞士卷怎么分别成为第二个秦朗丢作业#“8个瑞士卷怎么分？”近日，相关词条冲上了热搜。据报道，这个问题源自一女子在网络上发布的一则视频。视频记录了她与老公的一次争吵：家里买了一盒瑞士卷，总共8个，女儿吃了2个，儿子吃了2个，老公吃了2个。夜深孩子们都睡了以后，她拿出剩下的2个瑞士卷自己吃，还没进嘴里，就遭到了老公的一顿批评，理由是家长应多以身作则多吃正餐少吃零食，而且如果妈妈吃了，孩子就没得吃了。初看这个问题，还以为是一道数学题。仔细一看，原来是道“伦理题”。视频中女子感叹，原来自己已经卑微到连自主吃一个小蛋糕的权利都没有了。在网传的视频配文中，她提及和女儿说起想和丈夫离婚时，女儿小小的身体哭得发抖，于是她就只能妥协了。理性地说，有两种可能，一是这条视频记录的是真事。生活中，有的夫妻就是容易因为生活琐事而产生较大的争端，甚至因饭菜不合口味、因谁来做饭而吵到家庭“崩盘”的案例也有不少。当然，也有一种可能，视频内容只是一个段子。正如一些网友怀疑这多半是编的，就是为了挑起对立和矛盾来博取流量。无论事件性质如何，旁人都不妨把它当成一段网络“花絮”看待就好。正应了这句话，一旦把“花絮”当成严肃话题，不仅正襟危坐地“做题”，还陷入牛角尖，甚至影响到自己的价值判断和家庭稳定，那就属于别人挖坑自己跳了。确实，谁都有权利评判一件事，且谁也无法预料自己的一次点击会成为网络海啸的一份力量，但须知，“秦朗巴黎丢作业”的殷鉴不远，点到为止，远离“话题撕裂”，不扩大，不伤人，也是一种有意义的理性。O评论丨别掉进“八个瑞士卷怎么分”的话题陷阱,0,1,0,0
